,data_id,event_date,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,clean_adm1,clean_adm2,clean_adm3,clean_adm4,latitude,longitude,source,source_scale,notes,fatalities
1109,8385991,2021-06-28,Violence against civilians,Attack,Police Forces of Uganda (1986-) Prison Guards,,1,Civilians (Uganda),Prisoners (Uganda),7,17,Northern,Nwoya,Nwoya,Anaka,2.5944,31.9633,Daily Monitor (Uganda),National,"On 28 June 2021, three prison guards beat and tortured four prisoners in a recovery farm for inmates near Anaka (Nwoya, Northern). One prisoner was killed due to the tortures, and the other three were injured.",1.0
1110,8545876,2021-06-27,Strategic developments,Looting/property destruction,Karamajong Ethnic Militia (Uganda),Pastoralists (Uganda),4,Civilians (Uganda),Pastoralists (Uganda),7,47,Northern,Kaabong,Dodoth,Kamion,3.7331,34.249,URN (Uganda),National,"Looting: On 27 June 2021, Karamajong cattle rustlers looted 1228 cattle belonging to local residents in Kamion (Dodoth, Kaabong).",0.0
1111,8366513,2021-06-26,Violence against civilians,Attack,Police Forces of Uganda (1986-),,1,Civilians (Uganda),Students (Uganda),7,17,Eastern,Butaleja,Bunyole,Mazimasa,0.9605,34.0455,Nile Post; Daily Monitor (Uganda); Weekly Observer,National,"On 26 June 2021, a police officer shot some students, while they were escaping the arrest for allegedly violating curfew rules, in Mazimasa (Bunyole, Butaleja). One student was killed, and another was seriously injured.",1.0
1112,8366514,2021-06-26,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Western,Rukiga,Rukiga,Muhanga,-1.1833,30.1333,Nile Post; New Vision (Uganda),National,"On 26 June 2021, a vigilante mob beat and killed a man, who had previously beaten and killed his wife, in Muhanga (Rukiga, Western). One of the members of the mob was the victim's daughter, who took help from local residents. [size=no report]",1.0
1113,8366744,2021-06-26,Protests,Peaceful protest,Protesters (Uganda),Street Traders (Uganda),6,,,0,60,Eastern,Jinja,Jinja,Jinja,0.4389,33.2031,New Vision (Uganda),National,"On 26 June 2021, local residents and street traders demonstrated against the coronavirus restrictions in Jinja (Eastern). Police forces intervened to restore the calm. [size=no report]",0.0
1114,8356765,2021-06-25,Protests,Protest with intervention,Protesters (Uganda),,6,Police Forces of Uganda (1986-),,1,16,Central,Kampala,Kampala,Luzira,0.3003,32.6489,Bukedde Online,National,"On 25 June 2021, local residents demonstrated against the excessive quantity of waste spread on their properties in Luzira (Kampala, Central). Police forces intervened to suppress the demonstration. No fatalities or injuries were reported. [size=no report]",0.0
1115,8356935,2021-06-25,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Eastern,Jinja,Jinja,Jinja,0.4389,33.2031,New Vision (Uganda),National,"On 25 June 2021, local leaders demonstrated against the sale of public assets in Jinja (Eastern). [size=no report]",0.0
1116,8356939,2021-06-25,Protests,Peaceful protest,Protesters (Uganda),Students (Uganda),6,,,0,60,Central,Kampala,Kampala,Kyambogo,0.3503,32.6308,Nile Post,National,"On 25 June 2021, university students petitioned and demonstrated against the lack of accommodation and learning facilities in Kyambogo (Kampala, Central). [size=no report]",0.0
1117,8357048,2021-06-25,Protests,Peaceful protest,Protesters (Uganda),Health Workers (Uganda),6,,,0,60,Western,Hoima,Hoima,Hoima,1.4356,31.3436,Spice FM,National,"On 25 June 2021, 25 health workers demonstrated against the delay in the payment of their wages in Hoima (Western). [size=25]",0.0
1118,8357155,2021-06-25,Protests,Peaceful protest,Protesters (Uganda),Street Traders (Uganda),6,,,0,60,Northern,Arua,Arua,Arua,3.02,30.9108,Weekly Observer,National,"On 25 June 2021, street traders demonstrated against the coronavirus restrictive rules in Arua (Northern). [size=no report]",0.0
1119,8366743,2021-06-25,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda); Christian Group (Uganda),5,Civilians (Uganda),,7,57,Western,Mbarara,Mbarara,Mbarara,-0.6047,30.6485,New Vision (Uganda),National,"On 25 June 2021, a vigilante mob of church members beat and killed a man, who was suspected of theft, near Mbarara (Western). [size=no report]",1.0
1120,8366745,2021-06-25,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),Christian Group (Uganda); Police Forces of Uganda (1986-),7,57,Western,Mbarara,Mbarara,Mbarara,-0.6047,30.6485,New Vision (Uganda),National,"On 25 June 2021, a vigilante mob tried to demolish a church and lynch some church members, who had beaten and killed a man on the same day, near Mbarara (Western). Police forces intervened to stop the demolition in progress. No fatalities or injuries were reported. [size=no report]",0.0
1121,8356717,2021-06-24,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Northern,Agago,Agago,Lira Palwo,2.7833,33.1833,Independent (Uganda); URN (Uganda),National,"On 24 June 2021, a vigilante mob beat and seriously injured a man, who was diagnosed with coronavirus but refused to remain in quarantine, in Lira Palwo (Agago, Northern). No fatalities were reported, and two people of the mob were arrested. [size=no report]",0.0
1122,8356718,2021-06-24,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Northern,Oyam,Oyam,Ngai,2.4772,32.5072,URN (Uganda); Independent (Uganda),National,"On 24 June 2021, a group of survivors of the 2008 massacre demonstrated against the absence of government support in Ngai (Oyam, Northern). [size=no report]",0.0
1123,8356719,2021-06-24,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),Police Forces of Uganda (1986-),7,57,Central,Ssembabule,Mawogola,Sembabule,-0.0819,31.4611,Independent (Uganda); URN (Uganda),National,"On 24 June 2021, a vigilante mob beat and seriously injured a policeman, who was not on duty and who had previously beaten a woman, in a village near Sembabule (Mawogola, Ssembabule). No fatalities were reported. [size=no report]",0.0
1124,8357046,2021-06-24,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda); Taxi Drivers (Uganda),5,Civilians (Uganda),,7,57,Western,Kikuube,Buhaguzi,Kabwoya,1.2586,31.0756,Spice FM,National,"On 24 June 2021, a vigilante mob of boda boda riders beat and killed a man, suspected of killing one of their colleagues two weeks earlier, in Kabwoya (Buhaguzi, Kikuube). [size=no report]",1.0
1125,8357149,2021-06-24,Protests,Peaceful protest,Protesters (Uganda),Street Traders (Uganda),6,,,0,60,Northern,Lira,Lira,Lira,2.2426,32.8913,URN (Uganda),National,"On 24 June 2021, street traders demonstrated against the restrictive coronavirus measures in Lira (Northern). [size=no report]",0.0
1126,8356762,2021-06-23,Protests,Protest with intervention,Protesters (Uganda),,6,Police Forces of Uganda (1986-),,1,16,Central,Kampala,Kampala,Wandegeya,0.3311,32.5741,Bukedde Online,National,"On 23 June 2021, local residents demonstrated against the lack of food supplies due to the coronavirus restrictions in Wandegeya (Kampala, Central). Police forces intervened to disperse demonstrators. [size=no report]",0.0
1127,8356772,2021-06-23,Violence against civilians,Attack,Police Forces of Uganda (1986-),,1,Civilians (Uganda),Police Forces of Uganda (1986-),7,17,Central,Luwero,Katikamu,Luwero,0.8413,32.4933,Chimp Reports,National,"On 23 June 2021, two police officers stabbed and killed a policeman, who was not on duty, for allegedly refusing to stop at a checkpoint in Luwero (Katikamu, Central).",1.0
1128,8356775,2021-06-23,Protests,Peaceful protest,Protesters (Uganda),Labour Group (Uganda),6,,,0,60,Central,Wakiso,Busiro,Kisimbiri,0.418,32.4827,Chimp Reports,National,"On 23 June 2021, some labour groups demonstrated against lack of food supplies due to the coronavirus restrictions in Kisimbiri (Busiro, Wakiso). [size=no report]",0.0
1129,8356932,2021-06-23,Violence against civilians,Attack,Police Forces of Uganda (1986-),,1,Civilians (Uganda),Police Forces of Uganda (1986-),7,17,Central,Kampala,Kampala,Kisenyi,0.3083,32.5727,New Vision (Uganda),National,"On 23 June 2021, police forces beat, injured and arrested a police officer who had previously tried to shot demonstrators in Kisenyi (Kampala, Central). No fatalities were reported.",0.0
1130,8356934,2021-06-23,Protests,Protest with intervention,Protesters (Uganda),Labour Group (Uganda),6,Police Forces of Uganda (1986-),,1,16,Central,Kampala,Kampala,Kampala,0.3156,32.5656,New Vision (Uganda),National,"On 23 June 2021, some essential workers demonstrated against the police roadblocks in Kampala (Central). Police forces fired teargas and bullets in the air to suppress the demonstration. No fatalities or injuries were reported. [size=no report]",0.0
1131,8357148,2021-06-23,Riots,Violent demonstration,Rioters (Uganda),,5,Police Forces of Uganda (1986-),Military Forces of Uganda (1986-),1,15,Eastern,Jinja,Jinja,Jinja,0.4389,33.2031,URN (Uganda),National,"On 23 June 2021, local residents violently demonstrated, using stones and clubs, against the police roadblocks and the coronavirus restrictions in Jinja (Eastern). Police and military forces intervened to suppress the demonstration. No fatalities or injuries were reported. [size=no report]",0.0
1132,8357154,2021-06-23,Violence against civilians,Attack,Police Forces of Uganda (1986-),,1,Civilians (Uganda),Taxi Drivers (Uganda),7,17,Central,Luwero,Bamunanika,Kalagala,0.65,32.5833,Weekly Observer,National,"On 23 June 2021, police forces shot dead a boda boda rider, for allegedly refusing to stop at their checkpoint, in Kalagala (Bamunanika, Luwero).",1.0
1133,8367003,2021-06-23,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Northern,Oyam,Oyam,Icheme,2.4336,32.6229,URN (Uganda),National,"On 23 June 2021, a vigilante mob beat and killed a man, who was suspected of theft, in Icheme (Oyam, Northern). [size=no report]",1.0
1134,8356716,2021-06-22,Strategic developments,Other,Civilians (Democratic Republic of Congo),Refugees/IDPs (Democratic Republic of Congo),7,,,0,70,Western,Ntoroko,Ntoroko,Ntoroko,1.0067,30.3588,Independent (Uganda); URN (Uganda),National,"Displacement: On 22 June 2021, 10.000 refugees from DRC crossed the Ugandan border and took refuge in Ntoroko district (Western). Local residents and authorities raised concern over risks of violence and crimes.",0.0
1135,8356811,2021-06-22,Battles,Armed clash,Military Forces of Uganda (1986-),,1,Karamajong Ethnic Militia (Uganda),,4,14,Northern,Napak,Bokora,Napak,2.3724,34.2482,Daily Monitor (Uganda),National,"On 22 June 2021, national military forces clashed with nine Karamajong warriors, recovering warriors' weapons and arresting one of them, in Napak district (Northern). No fatalities or injuries were reported.",0.0
1136,8357151,2021-06-22,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Western,Isingiro,Bukanga,Ruhira,-0.9703,30.8644,URN (Uganda),National,"On 22 June 2021, local residents demonstrated against the increase in crimes, demanding a stronger deployment of security forces, in Ruhira (Bukanga, Isingiro). [size=no report]",0.0
1137,8356763,2021-06-21,Riots,Mob violence,Rioters (Uganda),,5,Civilians (Uganda),,7,57,Central,Buikwe,Njeru,Njeru,0.4186,33.1731,Bukedde Online,National,"On 21 June 2021, a mob of local residents beat and injured three men over a land dispute in Njeru (Buikwe, Central). No fatalities were reported. [size=no report]",0.0
1138,8356764,2021-06-21,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Central,Mukono,Mukono,Nyenje,0.4,32.7333,Bukedde Online,National,"On 21 June 2021, a vigilante group beat and killed a man, who was suspected of committing violence against a woman, in Nyenje (Mukono, Central). [size=no report]",1.0
1139,8356809,2021-06-21,Protests,Protest with intervention,Protesters (Uganda),Street Traders (Uganda),6,Police Forces of Uganda (1986-),,1,16,Central,Kampala,Kampala,Kampala,0.3156,32.5656,Daily Monitor (Uganda),National,"On 21 June 2021, street traders demonstrated against the coronavirus restrictive measures, demanding relax on restrictions and free movement around the country, in Kampala (Central). Police forces intervened to suppress the demonstration. No fatalities or injuries were reported. [size=no report]",0.0
1140,8356813,2021-06-21,Protests,Protest with intervention,Protesters (Uganda),Street Traders (Uganda),6,Police Forces of Uganda (1986-),,1,16,Eastern,Jinja,Jinja,Jinja,0.4389,33.2031,Daily Monitor (Uganda),National,"On 21 June 2021, street traders demonstrated against the coronavirus restrictive measures and kept their stores open in Jinja (Eastern). Police forces intervened to suppress the demonstration and to close the shops. No fatalities or injuries were reported. [size=no report]",0.0
1141,8356933,2021-06-21,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Northern,Arua,Arua,Arua,3.02,30.9108,New Vision (Uganda),National,"On 21 June 2021, local leaders demonstrated against the police decision to release two health workers, who were allegedly responsible for the death of five patients in the central hospital, in Arua (Northern). [size=no report]",0.0
1142,8357146,2021-06-21,Riots,Violent demonstration,Rioters (Uganda),Muslim Group (Uganda); Street Traders (Uganda),5,Police Forces of Uganda (1986-),,1,15,Central,Luwero,Katikamu,Luwero,0.8413,32.4933,URN (Uganda),National,"On 21 June 2021, Muslim street traders stormed an important meeting and demonstrated against the unfair treatment of their leader in Luwero (Katikamu, Central). Police forces intervened to suppress the demonstration and avoid a potential escalation of violence. No fatalities or injuries were reported. [size=no report]",0.0
1143,8367002,2021-06-21,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Northern,Oyam,Oyam,Minakulu,2.44,32.3894,URN (Uganda),National,"On 21 June 2021, a vigilante mob beat and killed a man, who was accused of theft, in Minakulu (Oyam, Northern). [size=no report]",1.0
1144,8461016,2021-06-21,Violence against civilians,Attack,Military Forces of Uganda (1986-) Local Defense Unit,,1,Civilians (Uganda),Acholi Ethnic Group (Uganda),7,17,Northern,Gulu,Gulu,Gulu,2.7667,32.3056,Daily Monitor (Uganda),National,"On 21 June 2021, UPDF soldiers severely beat and injured a man in the Acholi sub-region [coded to Gulu, Northern].",0.0
1145,8356810,2021-06-20,Violence against civilians,Attack,Police Forces of Uganda (1986-),,1,Civilians (Uganda),Government of Uganda (1986-),7,17,Western,Ibanda,Ibanda,Ibanda,-0.1331,30.4954,Daily Monitor (Uganda),National,"On 20 June 2021, some police officers stormed the house of a deputy resident commissioner, beating and injuring him, for allegedly violating the curfew rules, in Ibanda town (Western). No fatalities were reported.",0.0
1146,8357047,2021-06-20,Riots,Mob violence,Rioters (Uganda),,5,Civilians (Uganda),,7,57,Western,Kakumiro,Bugangaizi,Nkoko,0.9597,31.4297,Spice FM,National,"On 20 June 2021, a group of local residents beat and killed a man over a land dispute in Nkoko (Bugangaizi, Kakumiro). [size=no report]",1.0
1147,8357150,2021-06-20,Riots,Violent demonstration,Rioters (Uganda),,5,Civilians (Uganda),Government of Uganda (1986-),7,57,Northern,Amuru,Kilak,Amuru,2.8138,31.9386,URN (Uganda),National,"On 20 June 2021, 3 rioters threw stones against the District commissioner and his car, as a violent demonstration against the curfew rules, in Amuru (Kilak, Northern). No fatalities or injuries were reported. [size=3]",0.0
1148,8366998,2021-06-20,Violence against civilians,Attack,Police Forces of Uganda (1986-),,1,Civilians (Uganda),Health Workers (Uganda),7,17,Eastern,Busia,Busia,Busia,0.4658,34.0922,URN (Uganda),National,"On 20 June 2021, a police officer beat and seriously injured a health worker for allegedly violating the curfew rules near Busia (Eastern). No fatalities were reported.",0.0
1149,8356773,2021-06-19,Protests,Protest with intervention,Protesters (Uganda),Street Traders (Uganda),6,Police Forces of Uganda (1986-),,1,16,Central,Kampala,Kampala,Kampala,0.3156,32.5656,Chimp Reports,National,"On 19 June 2021, street traders publicly demonstrated against the coronavirus measures in various markets of Kampala (Central). Police forces intervened to suppress the demonstration, but no fatalities or injuries were reported. [size=no report]",0.0
1150,8357145,2021-06-19,Violence against civilians,Attack,Unidentified Armed Group (Uganda),,3,Civilians (Uganda),,7,37,Northern,Gulu,Aswa,Omel,2.8767,32.5822,URN (Uganda),National,"On 19 June 2021, an unidentified armed group attacked two civilians in Omel (Aswa, Gulu), threatening them with death and looting all their livestock. No fatalities or serious injuries were reported.",0.0
1151,8357147,2021-06-19,Violence against civilians,Attack,Military Forces of Uganda (1986-) Local Defense Unit,,1,Civilians (Uganda),,7,17,Northern,Abim,Labwor,Amita,2.7193,33.553,URN (Uganda),National,"On 19 June 2021, some LDU military officers attacked four civilians, beating them and extorting money, in Amita (Labwor, Abim). No fatalities or serious injuries were reported.",0.0
1152,8166113,2021-06-18,Riots,Violent demonstration,Rioters (Uganda),,5,Police Forces of Uganda (1986-),,1,15,Western,Kasese,Bukonjo,Bwera,0.0661,29.7775,URN (Uganda); Independent (Uganda),National,"On 18 June 2021, local residents, during a burial, violently demonstrated stopping the lowering of the casket into the grave, in Bwera (Bukonjo, Kasese). Police forces intervened with teargas and bullets to disperse demonstrators. No fatalities or injuries were reported. [size=no report]",0.0
1153,8166393,2021-06-18,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Eastern,Kaliro,Bulamogi,Nansololo,1.05,33.4,New Vision (Uganda),National,"On 18 June 2021, local residents demonstrated against delays in main street repairs in Nansololo (Bulamogi, Kaliro). [size=no report]",0.0
1154,8166394,2021-06-18,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Central,Kampala,Kampala,Makindye,0.2833,32.5833,New Vision (Uganda),National,"On 18 June 2021, local leaders demonstrated against the death of four miners due to a landslide, demanding compensation for the victims' families, in Makindye (Kampala, Central). [size=no report]",0.0
1155,8166665,2021-06-18,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Northern,Arua,Arua,Arua,3.02,30.9108,URN (Uganda),National,"On 18 June 2021, local residents demonstrated over the lack of public services in Arua city (Northern), demanding more funds for the health and road sectors. [size=no report]",0.0
1156,8356812,2021-06-18,Violence against civilians,Attack,Police Forces of Uganda (1986-),,1,Civilians (Uganda),,7,17,Northern,Dokolo,Dokolo,Adok,1.9929,32.889,Daily Monitor (Uganda),National,"On 18 June 2021, a police officer shot and injured a civilian, while enforcing the coronavirus restrictive rules, in Adok (Dokolo, Northern). No fatalities were reported.",0.0
1157,8166112,2021-06-17,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Central,Kampala,Kampala,Nakawa,0.3333,32.6333,URN (Uganda); Independent (Uganda),National,"On 17 June 2021, 150 households demonstrated against the construction of a highway in Nakawa (Kampala, Central), demanding compensation. [size=150 households]",0.0
1158,8166254,2021-06-17,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Central,Kayunga,Ntenjeru,Kayunga,0.7025,32.8886,Daily Monitor (Uganda),National,"On 17 June 2021, local residents demonstrated against the confusing circumstances under which the local councilor allegedly committed suicide in Kayunga (Ntenjeru, Central). Demonstrators claimed that the councilor was actually killed. [size=no report]",0.0
1159,8166668,2021-06-17,Riots,Mob violence,Rioters (Uganda),,5,Civilians (Uganda),,7,57,Western,Sheema,Sheema,Kibingo,-0.5527,30.4159,URN (Uganda),National,"On 17 June 2021, a group of unidentified assailants beat and killed an important environmental activist, who had achieved to evict populations from protected lands, in Kibingo (Sheema, Western). [size=no report]",1.0
1160,8166670,2021-06-17,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Northern,Arua,Arua,Arua,3.02,30.9108,URN (Uganda),National,"On 17 June 2021, a group of activists demonstrated against the annexation of Ayivu district to the Arua district in Arua (Northern). [size=no report]",0.0
1161,8166184,2021-06-16,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Central,Kampala,Kampala,Makindye,0.2833,32.5833,Bukedde Online,National,"On 16 June 2021, a vigilante mob beat and killed a man suspected of theft in Makindye (Kampala, Central). [size=no report]",1.0
1162,8166111,2021-06-15,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Northern,Lamwo,Lamwo,Kal,3.4978,32.5561,Independent (Uganda); URN (Uganda),National,"On 15 June 2021, a vigilante group composed by four men beat and killed a man suspected of theft in Kal (Lamwo, Northern). [size=four]",1.0
1163,8166255,2021-06-15,Battles,Armed clash,Military Forces of Uganda (1986-),,1,Unidentified Communal Militia (Uganda),Pastoralists (Uganda),4,14,Eastern,Bulambuli,Bulambuli,Bunambutye,1.4,34.35,Daily Monitor (Uganda),National,"On 15 June 2021, national military forces clashed with an unidentified group of cattle rustlers in Bunambutye (Bulambuli, Eastern). Four rustlers were killed, and one was arrested.",4.0
1164,8166256,2021-06-15,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Northern,Apac,Maruzi,Aluga,1.8,32.42,Daily Monitor (Uganda),National,"On 15 June 2021, 270 households demonstrated against the eviction from their land in Maruzi area (Apac, Northern) (coded as Aluga). [size=270 households]",0.0
1165,8166257,2021-06-15,Riots,Mob violence,Rioters (Uganda),,5,Civilians (Uganda),,7,57,Western,Bunyangabu,Bunyangabu,Kabonero,0.4603,30.1605,Daily Monitor (Uganda),National,"On 15 June 2021, unidentified assailants beat and killed a man as a ritual sacrifice in Kabonero (Bunyangabu, Western). [size=no report]",1.0
1166,8166664,2021-06-15,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),Women (Uganda),7,57,Eastern,Namutumba,Busiki,Namutumba,0.8361,33.6861,URN (Uganda),National,"On 15 June 2021, a vigilante mob beat and killed a woman suspected of theft in Namutumba (Busiki, Eastern). [size=no report]",1.0
1167,8166110,2021-06-14,Strategic developments,Other,Civilians (Democratic Republic of Congo),Refugees/IDPs (Democratic Republic of Congo),7,,,0,70,Eastern,Tororo,Tororo,Tororo,0.6928,34.1811,Independent (Uganda); URN (Uganda),National,"Displacement: On 14 June 2021, more than 650 DRC refugees found refuge in Tororo district (Eastern), fleeing from violence in Ituri.",0.0
1168,8166181,2021-06-14,Riots,Violent demonstration,Rioters (Uganda),Miners (Uganda),5,,,0,50,Central,Butambala,Butambala,Gombe,0.1806,32.1157,Bukedde Online,National,"On 14 June 2021, local miners violently demonstrated, throwing stones, against the eviction of their lands in Gombe (Butambala, Central). No fatalities or injuries were reported. [size=no report]",0.0
1169,8166182,2021-06-14,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Central,Mukono,Mukono,Mpatta,0.2346,32.716,Bukedde Online,National,"On 14 June 2021, local residents demonstrated over the damages that landslides had provoked to their properties, demanding compensation from government, in Mpatta (Mukono, Central). [size=no report]",0.0
1170,8166183,2021-06-14,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Central,Ssembabule,Mawogola,Lwabenge,-0.0026,31.4603,Bukedde Online,National,"On 14 June 2021, a vigilant mob beat two men, who had previously committed violent acts against a woman, in Lwabenge (Ssembabule, Central). One man was killed, while the other was seriously injured. [size=no report]",1.0
1171,8166258,2021-06-14,Violence against civilians,Attack,Ngura Puc Clan Militia (Uganda),,4,Civilians (Uganda),Okii Raki Clan Group (Uganda),7,47,Northern,Alebtong,Moroto,Alebtong,2.2667,33.2333,Daily Monitor (Uganda),National,"On 14 June 2021, two armed Ngura Puc clan members attacked two Okii Raki members in Alebtong area (Northern). One Okii civilian was killed, and the other was seriously injured.",1.0
1172,8166259,2021-06-14,Violence against civilians,Attack,Military Forces of Uganda (1986-),,1,Civilians (Uganda),Taxi Drivers (Uganda),7,17,Western,Kabarole,Burahya,Kinyankende,0.6167,30.2167,Daily Monitor (Uganda),National,"On 14 June 2021, a military officer shot dead a boda boda rider who was allegedly violating the coronavirus rules in Kinyankende (Burahya, Kabarole).",1.0
1173,8166260,2021-06-14,Riots,Mob violence,Rioters (Uganda),,5,Civilians (Uganda),,7,57,Central,Buikwe,Buikwe,Ngogwe,0.2437,32.9914,Daily Monitor (Uganda),National,"On 14 June 2021, unidentified assailants beat and killed two local residents as a ritual sacrifice in Ngogwe (Buikwe, Central). [size=no report]",2.0
1174,8166261,2021-06-14,Violence against civilians,Attack,Okii Raki Clan Militia (Uganda),,4,Civilians (Uganda),Ngura Puc Clan Group (Uganda),7,47,Northern,Alebtong,Moroto,Alebtong,2.2667,33.2333,Daily Monitor (Uganda),National,"On 14 June 2021, armed Okii Raki members, as a revenge for the attack that Ngura Puc members perpetrated against them, attacked the Ngura Puc members in Alebtong area (Northern). They destroyed all the houses and looted cattle and belongings. No fatalities or injuries are reported.",0.0
1175,8166666,2021-06-14,Protests,Peaceful protest,Protesters (Uganda),Street Traders (Uganda),6,,,0,60,Central,Luwero,Katikamu,Luwero,0.8413,32.4933,URN (Uganda),National,"On 14 June 2021, hundreds of street vendors demonstrated against the reallocation of their stalls in Luwero (Katikamu, Central). [size=hundreds]",0.0
1176,8166671,2021-06-14,Protests,Peaceful protest,Protesters (Uganda),Fishermen (Uganda),6,,,0,60,Eastern,Jinja,Jinja,Jinja,0.4389,33.2031,URN (Uganda),National,"On 14 June 2021, fishermen demonstrated against the environmental damages produced by a company in Jinja (Eastern). [size=no report]",0.0
1177,8166667,2021-06-13,Battles,Armed clash,Military Forces of Uganda (1986-),,1,Turkana Ethnic Militia (Uganda),Pastoralists (Uganda),4,14,Northern,Kaabong,Dodoth,Dodoth,3.5833,34.0,URN (Uganda),National,"On 13 June 2021, military forces clashed with Turkana ethnic militia over cattle thefts in Dodoth (Kaabong, Northern), killing one militiaman.",1.0
1178,8356774,2021-06-12,Strategic developments,Arrests,Military Forces of Rwanda (1994-),,8,Military Forces of Uganda (1986-),,1,18,Western,Kisoro,Cyanika,Gahuru,-1.3352,29.7369,Chimp Reports,National,"On 12 June 2021, Rwandan soldiers intercepted an Ugandan soldier in Gahuru (Bufumbira, Kisoro) claiming that the soldier had crossed the border into Rwanda. Ugandan sources, however, report that he was abducted in Uganda while on a routine border patrol. The Ugandan soldier was repatriated after a few days.",0.0
1179,8069192,2021-06-11,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Central,Mukono,Mukono,Mukono,0.3533,32.7553,Bukedde Online,National,"On 11 June 2021, a vigilante mob beat and killed a man, who had previously stolen a goat, in Mukono (Central). [size=no report]",1.0
1180,8069207,2021-06-11,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),Taxi Drivers (Uganda),7,57,Central,Kampala,Kampala,Katwe,0.3015,32.5785,Chimp Reports,National,"On 11 June 2021, a vigilante mob beat and killed a boda boda rider, who had previously stabbed a policeman, in Katwe (Kampala, Central). [size=no report]",1.0
1181,8069399,2021-06-11,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Central,Buikwe,Njeru,Njeru,0.4186,33.1731,Nile Post,National,"On 11 June 2021, local residents demonstrated against the closure of a bridge that allowed them to cross the Nile in Njeru (Buikwe, Central). [size=no report]",0.0
1182,8069594,2021-06-11,Battles,Armed clash,Military Forces of Uganda (1986-),,1,Matheniko Ethnic Militia (Uganda),Pastoralists (Uganda),4,14,Northern,Moroto,Matheniko,Nadunget,2.4783,34.605,URN (Uganda),National,"On 11 June 2021, military forces clashed with 8 warriors of Matheniko militia, who had previously looted 37 cattle, in Nadunget (Matheniko, Moroto). No fatalities were reported, but a warrior was seriously injured.",0.0
1183,8667195,2021-06-11,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Eastern,Bugiri,Bukooli,Muwayo,0.5317,33.9301,URN (Uganda),National,"On 11 June 2021, a vigilante mob beat and seriously injured a man, who had previously killed his children, in Muwayo (Bugiri, Eastern). Police forces intervened to save the man, and arrested him. No fatalities were reported. [size=no report]",0.0
1184,8069589,2021-06-10,Protests,Peaceful protest,Protesters (Uganda),Labour Group (Uganda),6,,,0,60,Northern,Arua,Arua,Arua,3.02,30.9108,URN (Uganda),National,"On 10 June 2021, 11 former councillors demonstrated against late payments by the local administration in Arua (Northern). [size=11]",0.0
1185,8069591,2021-06-10,Protests,Peaceful protest,Protesters (Uganda),Taxi Drivers (Uganda),6,,,0,60,Eastern,Manafwa,Bubulo,Bududa,1.0035,34.3345,URN (Uganda),National,"On 10 June 2021, taxi drivers demonstrated against the alleged extortions perpetrated by security officers in Bududa (Bubulo, Manafwa). [size=no report]",0.0
1186,8069588,2021-06-09,Protests,Peaceful protest,Protesters (Uganda),Street Traders (Uganda),6,,,0,60,Northern,Lira,Lira,Lira,2.2426,32.8913,URN (Uganda),National,"On 9 June 2021, street traders demonstrated against their eviction from the streets in Lira city (Northern). [size=no report]",0.0
